path,old_code,new_code,action,split,doc_split
ThaiCharacter Dataset/round2/210/be_011tg_5_294.jpg,210,190.0,move,train,train
ThaiCharacter Dataset/round2/210/be_011tg_5_368.jpg,210,227.0,move,train,train
ThaiCharacter Dataset/round2/210/be_011tg_5_377.jpg,210,183.0,move,train,train
ThaiCharacter Dataset/round2/210/be_011tg_5_414.jpg,210,167.0,move,train,train
ThaiCharacter Dataset/round2/210/be_011tg_5_436.jpg,210,167.0,move,val,train
ThaiCharacter Dataset/round2/210/be_011tg_6_106.jpg,210,199.0,move,val,train
ThaiCharacter Dataset/round2/210/be_011tg_6_171.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_012sg_3_137.jpg,210,227.0,move,train,train
ThaiCharacter Dataset/round2/210/be_012sg_3_211.jpg,210,199.0,move,val,train
ThaiCharacter Dataset/round2/210/be_012sg_3_451.jpg,210,227.0,move,train,train
ThaiCharacter Dataset/round2/210/be_012sg_4_145.jpg,210,227.0,move,train,train
ThaiCharacter Dataset/round2/210/be_012sg_4_167.jpg,210,227.0,move,train,train
ThaiCharacter Dataset/round2/210/be_012sg_4_174.jpg,210,227.0,move,train,train
ThaiCharacter Dataset/round2/210/be_012sg_4_270.jpg,210,227.0,move,val,train
ThaiCharacter Dataset/round2/210/be_012sg_4_273.jpg,210,227.0,move,val,train
ThaiCharacter Dataset/round2/210/be_012sg_4_57.jpg,210,227.0,move,val,train
ThaiCharacter Dataset/round2/210/be_012sg_4_77.jpg,210,227.0,move,train,train
ThaiCharacter Dataset/round2/210/be_012sg_4_99.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_012tg_3_197.jpg,210,199.0,move,val,train
ThaiCharacter Dataset/round2/210/be_012tg_3_213.jpg,210,199.0,move,val,train
ThaiCharacter Dataset/round2/210/be_012tg_3_226.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_012tg_3_289.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_012tg_3_443.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_012tg_3_489.jpg,210,199.0,move,val,train
ThaiCharacter Dataset/round2/210/be_012tg_4_215.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_012tg_4_359.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_012tg_4_99.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_013sg_1_239.jpg,210,230.0,move,train,train
ThaiCharacter Dataset/round2/210/be_013sg_1_362.jpg,210,227.0,move,train,train
ThaiCharacter Dataset/round2/210/be_013sg_1_422.jpg,210,227.0,move,train,train
ThaiCharacter Dataset/round2/210/be_013sg_2_164.jpg,210,226.0,move,train,train
ThaiCharacter Dataset/round2/210/be_013sg_2_231.jpg,210,230.0,move,train,train
ThaiCharacter Dataset/round2/210/be_013sg_2_293.jpg,210,199.0,move,val,train
ThaiCharacter Dataset/round2/210/be_013sg_2_305.jpg,210,228.0,move,val,train
ThaiCharacter Dataset/round2/210/be_013sg_2_312.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_013sg_7_18.jpg,210,226.0,move,train,train
ThaiCharacter Dataset/round2/210/be_013tg_1_149.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_013tg_1_286.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_013tg_1_413.jpg,210,199.0,move,val,train
ThaiCharacter Dataset/round2/210/be_013tg_1_99.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_013tg_2_120.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_013tg_2_316.jpg,210,199.0,move,val,train
ThaiCharacter Dataset/round2/210/be_013tg_2_401.jpg,210,199.0,move,val,train
ThaiCharacter Dataset/round2/210/be_013tg_2_420.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_013tg_2_447.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_013tg_2_458.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_013tg_2_5.jpg,210,199.0,move,val,train
ThaiCharacter Dataset/round2/210/be_013tg_2_67.jpg,210,199.0,move,val,train
ThaiCharacter Dataset/round2/210/be_013tg_2_81.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_013tg_2_9.jpg,210,199.0,move,val,train
ThaiCharacter Dataset/round2/210/be_013tg_6_220.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_014sg_2_64.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_014sg_3_195.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_014sg_3_268.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_014sg_4_149.jpg,210,227.0,move,train,val
ThaiCharacter Dataset/round2/210/be_014sg_4_263.jpg,210,227.0,move,train,val
ThaiCharacter Dataset/round2/210/be_014sg_4_284.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_014sg_4_7.jpg,210,227.0,move,val,val
ThaiCharacter Dataset/round2/210/be_014tg_2_106.jpg,210,199.0,move,val,val
ThaiCharacter Dataset/round2/210/be_014tg_2_13.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_014tg_2_222.jpg,210,199.0,move,val,val
ThaiCharacter Dataset/round2/210/be_014tg_2_443.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_014tg_2_458.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_014tg_2_52.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_014tg_2_65.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_014tg_3_128.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_014tg_3_193.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_014tg_3_206.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_014tg_4_1.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_014tg_4_172.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_014tg_4_292.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_014tg_4_367.jpg,210,199.0,move,val,val
ThaiCharacter Dataset/round2/210/be_014tg_4_398.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_014tg_4_40.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_014tg_4_480.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_014tg_4_64.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_014tg_4_95.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_015sg_1_182.jpg,210,199.0,move,val,train
ThaiCharacter Dataset/round2/210/be_015sg_1_200.jpg,210,227.0,move,train,train
ThaiCharacter Dataset/round2/210/be_015sg_1_373.jpg,210,230.0,move,train,train
ThaiCharacter Dataset/round2/210/be_015sg_2_146.jpg,210,227.0,move,train,train
ThaiCharacter Dataset/round2/210/be_015sg_2_183.jpg,210,227.0,move,train,train
ThaiCharacter Dataset/round2/210/be_015sg_2_192.jpg,210,227.0,move,val,train
ThaiCharacter Dataset/round2/210/be_015sg_2_204.jpg,210,227.0,move,train,train
ThaiCharacter Dataset/round2/210/be_015sg_2_219.jpg,210,227.0,move,train,train
ThaiCharacter Dataset/round2/210/be_015sg_2_39.jpg,210,227.0,move,train,train
ThaiCharacter Dataset/round2/210/be_015sg_2_395.jpg,210,227.0,move,train,train
ThaiCharacter Dataset/round2/210/be_015sg_2_84.jpg,210,227.0,move,train,train
ThaiCharacter Dataset/round2/210/be_015tg_1_104.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_015tg_1_109.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_015tg_1_182.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_015tg_1_222.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_015tg_1_334.jpg,210,199.0,move,val,train
ThaiCharacter Dataset/round2/210/be_015tg_1_342.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_015tg_1_382.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_015tg_1_412.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_015tg_1_68.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_015tg_2_179.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_015tg_2_255.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_015tg_2_448.jpg,210,199.0,move,val,train
ThaiCharacter Dataset/round2/210/be_015tg_2_73.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_016sg_10_156.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_016sg_10_189.jpg,210,227.0,move,train,val
ThaiCharacter Dataset/round2/210/be_016sg_10_200.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_016sg_10_42.jpg,210,227.0,move,train,val
ThaiCharacter Dataset/round2/210/be_016sg_11_235.jpg,210,227.0,move,train,val
ThaiCharacter Dataset/round2/210/be_016sg_11_485.jpg,210,227.0,move,train,val
ThaiCharacter Dataset/round2/210/be_016sg_2_6.jpg,210,227.0,move,train,val
ThaiCharacter Dataset/round2/210/be_016sg_4_6.jpg,210,227.0,move,val,val
ThaiCharacter Dataset/round2/210/be_016sg_8_129.jpg,210,227.0,move,train,val
ThaiCharacter Dataset/round2/210/be_016sg_8_171.jpg,210,227.0,move,val,val
ThaiCharacter Dataset/round2/210/be_016sg_8_3.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_016sg_8_415.jpg,210,227.0,move,train,val
ThaiCharacter Dataset/round2/210/be_016sg_9_165.jpg,210,227.0,move,train,val
ThaiCharacter Dataset/round2/210/be_016sg_9_298.jpg,210,197.0,move,train,val
ThaiCharacter Dataset/round2/210/be_016sg_9_426.jpg,210,230.0,move,val,val
ThaiCharacter Dataset/round2/210/be_016tg_10_127.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_016tg_10_157.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_016tg_10_201.jpg,210,199.0,move,val,val
ThaiCharacter Dataset/round2/210/be_016tg_11_152.jpg,210,199.0,move,val,val
ThaiCharacter Dataset/round2/210/be_016tg_11_194.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_016tg_11_281.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_016tg_11_389.jpg,210,199.0,move,val,val
ThaiCharacter Dataset/round2/210/be_016tg_11_403.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_016tg_11_448.jpg,210,199.0,move,val,val
ThaiCharacter Dataset/round2/210/be_016tg_11_82.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_016tg_11_96.jpg,210,199.0,move,val,val
ThaiCharacter Dataset/round2/210/be_016tg_2_6.jpg,210,227.0,move,train,val
ThaiCharacter Dataset/round2/210/be_016tg_3_6.jpg,210,227.0,move,val,val
ThaiCharacter Dataset/round2/210/be_016tg_4_6.jpg,210,227.0,move,val,val
ThaiCharacter Dataset/round2/210/be_016tg_8_128.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_016tg_8_136.jpg,210,230.0,move,train,val
ThaiCharacter Dataset/round2/210/be_016tg_8_282.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_016tg_8_322.jpg,210,199.0,move,val,val
ThaiCharacter Dataset/round2/210/be_016tg_8_343.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_016tg_8_383.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_016tg_9_182.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_016tg_9_197.jpg,210,199.0,move,val,val
ThaiCharacter Dataset/round2/210/be_016tg_9_99.jpg,210,199.0,move,val,val
ThaiCharacter Dataset/round2/210/be_017sg_4_197.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_017sg_4_242.jpg,210,227.0,move,train,train
ThaiCharacter Dataset/round2/210/be_017sg_4_272.jpg,210,227.0,move,val,train
ThaiCharacter Dataset/round2/210/be_017sg_4_353.jpg,210,227.0,move,train,train
ThaiCharacter Dataset/round2/210/be_017sg_6_149.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_017sg_6_173.jpg,210,227.0,move,train,train
ThaiCharacter Dataset/round2/210/be_017sg_6_279.jpg,210,227.0,move,train,train
ThaiCharacter Dataset/round2/210/be_017sg_6_455.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_017sg_7_100.jpg,210,227.0,move,train,train
ThaiCharacter Dataset/round2/210/be_017sg_7_254.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_017tg_4_122.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_017tg_4_151.jpg,210,199.0,move,val,train
ThaiCharacter Dataset/round2/210/be_017tg_4_196.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_017tg_4_200.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_017tg_4_221.jpg,210,199.0,move,val,train
ThaiCharacter Dataset/round2/210/be_017tg_4_244.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_017tg_4_293.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_017tg_4_318.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_017tg_4_361.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_017tg_4_375.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_017tg_4_64.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_017tg_4_86.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_017tg_5_38.jpg,210,193.0,move,val,train
ThaiCharacter Dataset/round2/210/be_017tg_6_108.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_017tg_6_119.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_017tg_6_14.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_017tg_6_149.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_017tg_6_225.jpg,210,199.0,move,val,train
ThaiCharacter Dataset/round2/210/be_017tg_6_239.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_017tg_6_288.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_017tg_6_3.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_017tg_6_318.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_017tg_6_373.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_017tg_6_458.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_017tg_6_79.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_017tg_6_82.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_017tg_6_95.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_017tg_7_106.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_017tg_7_214.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_017tg_7_247.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_017tg_7_255.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_017tg_7_285.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_017tg_7_318.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_017tg_7_324.jpg,210,199.0,move,val,train
ThaiCharacter Dataset/round2/210/be_017tg_7_33.jpg,210,199.0,move,val,train
ThaiCharacter Dataset/round2/210/be_017tg_7_468.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_017tg_7_54.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_018sg_3_343.jpg,210,227.0,move,train,train
ThaiCharacter Dataset/round2/210/be_018sg_3_363.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_018sg_4_29.jpg,210,227.0,move,train,train
ThaiCharacter Dataset/round2/210/be_018sg_4_3.jpg,210,228.0,move,val,train
ThaiCharacter Dataset/round2/210/be_018sg_5_59.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_018sg_6_186.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_018sg_6_68.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_018sg_7_114.jpg,210,199.0,move,val,train
ThaiCharacter Dataset/round2/210/be_018sg_7_77.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_018sg_9_31.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_018tg_3_172.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_018tg_3_256.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_018tg_3_26.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_018tg_3_283.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_018tg_3_421.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_018tg_3_436.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_018tg_3_453.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_018tg_3_9.jpg,210,199.0,move,val,train
ThaiCharacter Dataset/round2/210/be_018tg_5_25.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_018tg_5_62.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_018tg_6_121.jpg,210,199.0,move,val,train
ThaiCharacter Dataset/round2/210/be_018tg_6_187.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_018tg_6_201.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_018tg_6_256.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_018tg_6_301.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_018tg_6_349.jpg,210,199.0,move,val,train
ThaiCharacter Dataset/round2/210/be_018tg_6_68.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_018tg_6_72.jpg,210,199.0,move,val,train
ThaiCharacter Dataset/round2/210/be_018tg_7_115.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_018tg_7_169.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_018tg_7_200.jpg,210,199.0,move,val,train
ThaiCharacter Dataset/round2/210/be_018tg_7_278.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_018tg_7_288.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_018tg_7_341.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_018tg_7_63.jpg,210,199.0,move,val,train
ThaiCharacter Dataset/round2/210/be_018tg_9_122.jpg,210,199.0,move,val,train
ThaiCharacter Dataset/round2/210/be_018tg_9_136.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_018tg_9_144.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_018tg_9_203.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_018tg_9_215.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_018tg_9_232.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_018tg_9_271.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_018tg_9_304.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_019sg_2_41.jpg,210,199.0,move,val,train
ThaiCharacter Dataset/round2/210/be_019sg_3_169.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_019sg_3_219.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_019sg_3_76.jpg,210,230.0,move,train,train
ThaiCharacter Dataset/round2/210/be_019sg_8_177.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_019sg_8_80.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_019tg_2_86.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_019tg_3_144.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_019tg_3_169.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_019tg_3_219.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_019tg_3_277.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_019tg_3_284.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_019tg_3_68.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_019tg_5_44.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_019tg_6_288.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_019tg_8_104.jpg,210,199.0,move,val,train
ThaiCharacter Dataset/round2/210/be_019tg_8_116.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_019tg_8_218.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_019tg_8_232.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_019tg_8_80.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/be_020sg_2_280.jpg,210,199.0,move,val,val
ThaiCharacter Dataset/round2/210/be_020sg_5_164.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_020sg_5_3.jpg,210,199.0,move,val,val
ThaiCharacter Dataset/round2/210/be_020tg_2_204.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_020tg_2_281.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_020tg_2_408.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_020tg_2_456.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_020tg_2_47.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_020tg_2_52.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_020tg_2_9.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_020tg_4_157.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_020tg_4_19.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_020tg_4_212.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_020tg_4_3.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_020tg_5_126.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_020tg_5_166.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_020tg_5_214.jpg,210,164.0,move,train,val
ThaiCharacter Dataset/round2/210/be_020tg_5_254.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_020tg_5_3.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_020tg_6_219.jpg,210,199.0,move,val,val
ThaiCharacter Dataset/round2/210/be_020tg_6_231.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/be_020tg_6_444.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/bl_001sg_3_197.jpg,210,195.0,move,train,train
ThaiCharacter Dataset/round2/210/bl_001sg_4_1.jpg,210,199.0,move,val,train
ThaiCharacter Dataset/round2/210/bl_001sg_8_474.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/bl_001sg_9_257.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/bl_001tg_1_7.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/bl_001tg_8_231.jpg,210,168.0,move,train,train
ThaiCharacter Dataset/round2/210/bl_002sg_6_1.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/bl_002tg_7_63.jpg,210,168.0,move,train,train
ThaiCharacter Dataset/round2/210/bl_003sg_3_177.jpg,210,195.0,move,train,val
ThaiCharacter Dataset/round2/210/bl_003sg_3_207.jpg,210,195.0,move,train,val
ThaiCharacter Dataset/round2/210/bl_003sg_5_119.jpg,210,168.0,move,train,val
ThaiCharacter Dataset/round2/210/bl_003sg_6_1.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/bl_003tg_5_121.jpg,210,168.0,move,train,val
ThaiCharacter Dataset/round2/210/bl_003tg_5_163.jpg,210,168.0,move,val,val
ThaiCharacter Dataset/round2/210/bl_003tg_5_89.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/bl_003tg_7_304.jpg,210,199.0,move,train,val
ThaiCharacter Dataset/round2/210/bl_004sg_4_98.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/bl_004tg_1_272.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/bl_005sg_4_14.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/bl_005sg_9_135.jpg,210,168.0,move,train,train
ThaiCharacter Dataset/round2/210/bl_005sg_9_193.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/bl_005tg_9_141.jpg,210,168.0,move,train,train
ThaiCharacter Dataset/round2/210/bl_005tg_9_295.jpg,210,168.0,move,val,train
ThaiCharacter Dataset/round2/210/bl_005tg_9_410.jpg,210,168.0,move,train,train
ThaiCharacter Dataset/round2/210/bl_006sg_8_388.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/bl_006tg_3_16.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/bl_007sg_3_4.jpg,210,168.0,move,train,train
ThaiCharacter Dataset/round2/210/bl_007sg_8_301.jpg,210,199.0,move,train,train
ThaiCharacter Dataset/round2/210/bl_007tg_8_262.jpg,210,168.0,move,train,train
ThaiCharacter Dataset/round2/210/bl_009sg_3_156.jpg,210,168.0,move,train,train
ThaiCharacter Dataset/round2/210/bl_009sg_3_38.jpg,210,168.0,move,val,train
ThaiCharacter Dataset/round2/210/bl_010sg_6_355.jpg,210,215.0,move,val,train
ThaiCharacter Dataset/round2/210/bl_011sg_4_104.jpg,210,168.0,move,val,train
ThaiCharacter Dataset/round2/210/bl_011sg_4_62.jpg,210,168.0,move,train,train
ThaiCharacter Dataset/round2/210/bl_012sg_1_2.jpg,210,195.0,move,train,train
ThaiCharacter Dataset/round2/210/bl_012sg_1_7.jpg,210,195.0,move,train,train
ThaiCharacter Dataset/round2/210/ce_001sg_2_119.jpg,210,227.0,move,train,train
ThaiCharacter Dataset/round2/213/be_020tg_6_468.jpg,213,215.0,move,val,val
ThaiCharacter Dataset/round2/215/bc_001tg_8_72.jpg,215,213.0,move,val,train
ThaiCharacter Dataset/round2/215/bc_007tg_5_160.jpg,215,213.0,move,val,train
ThaiCharacter Dataset/round2/229/be_011sg_2_439.jpg,229,199.0,move,train,train
ThaiCharacter Dataset/round2/249/be_004sg_7_303.jpg,249,233.0,move,train,train
ThaiCharacter Dataset/round2/210/bc_008sg_1_169.jpg,210,,drop,train,train
ThaiCharacter Dataset/round2/210/bc_012sg_2_255.jpg,210,,drop,train,train
ThaiCharacter Dataset/round2/210/bc_015tg_3_147.jpg,210,,drop,val,train
