path,label,true_char,pred,pred_char,p_true,p_pred,margin,fold
ThaiCharacter Dataset/round2/226/bc_016sg_5_226.jpg,52,โ,53,ใ,0.02547,0.8433,0.818,2
ThaiCharacter Dataset/round2/209/bc_002sg_7_68.jpg,42,ั,59,้,0.03665,0.854,0.8174,0
ThaiCharacter Dataset/round2/205/bl_008sg_2_9.jpg,39,อ,32,ล,0.01447,0.8286,0.814,4
ThaiCharacter Dataset/round2/209/bc_016sg_5_228.jpg,42,ั,59,้,0.03574,0.849,0.8135,0
ThaiCharacter Dataset/round2/192/be_009sg_4_485.jpg,27,ภ,0,ก,0.04886,0.8604,0.8115,3
ThaiCharacter Dataset/round2/216/bc_001sg_9_343.jpg,48,ุ,58,่,0.03925,0.8506,0.8115,4
ThaiCharacter Dataset/round2/233/bc_008tg_13_24.jpg,59,้,42,ั,0.03967,0.851,0.8115,1
ThaiCharacter Dataset/round2/210/be_016tg_8_412.jpg,43,า,55,ๅ,0.04315,0.8535,0.8105,0
ThaiCharacter Dataset/round2/205/bc_007tg_3_138.jpg,39,อ,15,ด,0.01088,0.8213,0.8105,1
ThaiCharacter Dataset/round2/195/bc_015tg_5_60.jpg,30,ร,33,ว,0.04532,0.855,0.8096,0
ThaiCharacter Dataset/round2/210/be_008tg_4_193.jpg,43,า,55,ๅ,0.05212,0.8613,0.809,1
ThaiCharacter Dataset/round2/248/bl_003tg_5_126.jpg,70,๘,57,็,0.05045,0.8584,0.808,4
ThaiCharacter Dataset/round2/210/be_012tg_4_152.jpg,43,า,55,ๅ,0.0465,0.854,0.8076,0
ThaiCharacter Dataset/round2/210/be_001tg_4_23.jpg,43,า,55,ๅ,0.04736,0.855,0.8076,0
ThaiCharacter Dataset/round2/209/bl_006sg_8_141.jpg,42,ั,59,้,0.0786,0.8857,0.807,2
ThaiCharacter Dataset/round2/233/bc_013tg_3_30.jpg,59,้,58,่,0.01376,0.8193,0.8057,1
ThaiCharacter Dataset/round2/170/bl_006sg_3_16.jpg,7,ช,8,ซ,0.062,0.8677,0.8057,3
ThaiCharacter Dataset/round2/209/bl_002sg_3_19.jpg,42,ั,49,ู,0.006344,0.812,0.8057,4
ThaiCharacter Dataset/round2/210/be_002tg_10_91.jpg,43,า,55,ๅ,0.05017,0.8555,0.805,4
ThaiCharacter Dataset/round2/182/bc_020sg_4_22.jpg,17,ถ,0,ก,0.06836,0.873,0.8047,2
ThaiCharacter Dataset/round2/229/be_002sg_9_41.jpg,55,ๅ,43,า,0.04782,0.8525,0.8047,3
ThaiCharacter Dataset/round2/185/ce_001sg_2_94.jpg,20,น,28,ม,0.037,0.8413,0.804,4
ThaiCharacter Dataset/round2/229/be_001tg_4_18.jpg,55,ๅ,43,า,0.0474,0.851,0.8037,0
ThaiCharacter Dataset/round2/164/bc_007sg_5_154.jpg,3,ค,15,ด,0.0445,0.8477,0.803,0
ThaiCharacter Dataset/round2/210/be_011sg_2_66.jpg,43,า,55,ๅ,0.0478,0.8506,0.8027,0
ThaiCharacter Dataset/round2/210/bl_001sg_3_197.jpg,30,ร,33,ว,0.0615,0.863,0.8013,1
ThaiCharacter Dataset/round2/248/bl_001sg_9_162.jpg,70,๘,57,็,0.0585,0.86,0.8013,3
ThaiCharacter Dataset/round2/210/be_006tg_8_143.jpg,43,า,55,ๅ,0.05862,0.86,0.8013,3
ThaiCharacter Dataset/round2/209/bc_004sg_4_2.jpg,42,ั,59,้,0.05563,0.857,0.8013,0
ThaiCharacter Dataset/round2/199/bc_020tg_3_17.jpg,33,ว,30,ร,0.0417,0.8423,0.801,0
ThaiCharacter Dataset/round2/229/be_002sg_5_106.jpg,55,ๅ,43,า,0.0524,0.852,0.8,3
ThaiCharacter Dataset/round2/180/be_016sg_11_199.jpg,15,ด,16,ต,0.02936,0.8267,0.7974,4
ThaiCharacter Dataset/round2/209/bc_017sg_3_295.jpg,42,ั,59,้,0.05038,0.8457,0.7954,3
ThaiCharacter Dataset/round2/180/bc_015sg_5_205.jpg,15,ด,16,ต,0.0412,0.8354,0.7944,0
ThaiCharacter Dataset/round2/209/bc_016sg_5_190.jpg,42,ั,59,้,0.04892,0.8433,0.7944,3
ThaiCharacter Dataset/round2/210/bc_005sg_4_491.jpg,43,า,55,ๅ,0.05423,0.847,0.793,0
ThaiCharacter Dataset/round2/209/bc_004sg_4_120.jpg,42,ั,59,้,0.053,0.8457,0.7925,4
ThaiCharacter Dataset/round2/170/bl_001tg_1_8.jpg,7,ช,8,ซ,0.02763,0.8184,0.7905,3
ThaiCharacter Dataset/round2/203/bl_003sg_9_0.jpg,37,ห,18,ท,0.04977,0.84,0.79,2
ThaiCharacter Dataset/round2/183/be_004sg_2_182.jpg,18,ท,25,พ,0.05603,0.846,0.79,2
ThaiCharacter Dataset/round2/199/bl_005sg_9_252.jpg,33,ว,62,๐,0.001237,0.7915,0.79,2
ThaiCharacter Dataset/round2/180/be_009sg_3_98.jpg,15,ด,16,ต,0.03717,0.8267,0.7896,4
ThaiCharacter Dataset/round2/202/be_008sg_4_341.jpg,36,ส,58,่,0.001584,0.7896,0.788,3
ThaiCharacter Dataset/round2/180/bc_020sg_3_362.jpg,15,ด,3,ค,0.06064,0.847,0.7866,3
ThaiCharacter Dataset/round2/229/be_012tg_1_6.jpg,55,ๅ,43,า,0.06055,0.8457,0.785,1
ThaiCharacter Dataset/round2/209/bl_001sg_8_311.jpg,42,ั,59,้,0.08765,0.873,0.785,2
ThaiCharacter Dataset/round2/195/bc_018tg_3_62.jpg,30,ร,33,ว,0.05267,0.8374,0.7847,3
ThaiCharacter Dataset/round2/210/be_011tg_6_109.jpg,43,า,55,ๅ,0.0722,0.856,0.7837,2
ThaiCharacter Dataset/round2/210/be_018tg_6_4.jpg,43,า,55,ๅ,0.063,0.8457,0.7827,4
ThaiCharacter Dataset/round2/183/bc_011sg_2_31.jpg,18,ท,0,ก,0.06183,0.8423,0.7803,2
ThaiCharacter Dataset/round2/210/bc_020tg_3_14.jpg,43,า,30,ร,0.005886,0.7856,0.78,1
ThaiCharacter Dataset/round2/180/bc_002sg_4_226.jpg,15,ด,16,ต,0.0385,0.8164,0.778,4
ThaiCharacter Dataset/round2/209/bc_016sg_5_265.jpg,42,ั,59,้,0.09174,0.8687,0.777,2
ThaiCharacter Dataset/round2/209/bc_019sg_8_31.jpg,42,ั,59,้,0.05762,0.833,0.7754,1
ThaiCharacter Dataset/round2/229/bc_008sg_12_10.jpg,55,ๅ,43,า,0.0633,0.839,0.7754,1
ThaiCharacter Dataset/round2/171/bc_014sg_3_124.jpg,8,ซ,7,ช,0.0634,0.834,0.7705,2
ThaiCharacter Dataset/round2/248/bc_012tg_2_87.jpg,70,๘,57,็,0.06052,0.829,0.7686,0
ThaiCharacter Dataset/round2/209/bc_017sg_5_48.jpg,42,ั,59,้,0.0653,0.834,0.7686,1
ThaiCharacter Dataset/round2/209/bc_016sg_3_25.jpg,42,ั,59,้,0.06866,0.8364,0.7676,0
ThaiCharacter Dataset/round2/209/bc_014sg_3_465.jpg,42,ั,59,้,0.0685,0.8345,0.766,1
ThaiCharacter Dataset/round2/248/bc_020tg_4_0.jpg,70,๘,57,็,0.02112,0.7866,0.7656,4
ThaiCharacter Dataset/round2/232/be_011tg_6_66.jpg,58,่,50,เ,0.0209,0.7847,0.7637,4
ThaiCharacter Dataset/round2/210/be_018sg_3_329.jpg,43,า,55,ๅ,0.0785,0.836,0.7573,1
ThaiCharacter Dataset/round2/197/bc_020tg_4_166.jpg,32,ล,36,ส,0.006535,0.761,0.755,3
ThaiCharacter Dataset/round2/209/bl_008sg_3_66.jpg,42,ั,59,้,0.08527,0.8394,0.754,2
ThaiCharacter Dataset/round2/210/be_002tg_9_98.jpg,43,า,55,ๅ,0.0839,0.836,0.752,2
ThaiCharacter Dataset/round2/209/bc_002tg_4_187.jpg,42,ั,59,้,0.0765,0.827,0.7505,1
ThaiCharacter Dataset/round2/210/be_007sg_4_296.jpg,43,า,55,ๅ,0.0831,0.833,0.75,4
ThaiCharacter Dataset/round2/210/be_001sg_2_165.jpg,43,า,55,ๅ,0.0813,0.831,0.75,3
ThaiCharacter Dataset/round2/210/be_003tg_8_178.jpg,43,า,55,ๅ,0.0895,0.836,0.7466,2
ThaiCharacter Dataset/round2/210/be_005tg_2_274.jpg,43,า,55,ๅ,0.08325,0.8276,0.744,4
ThaiCharacter Dataset/round2/209/bl_008sg_3_144.jpg,42,ั,59,้,0.06415,0.8076,0.7437,0
ThaiCharacter Dataset/round2/209/bc_014sg_3_205.jpg,42,ั,59,้,0.0759,0.8193,0.743,0
ThaiCharacter Dataset/round2/233/bc_009sg_1_17.jpg,59,้,42,ั,0.0755,0.818,0.742,4
ThaiCharacter Dataset/round2/209/bc_005tg_7_135.jpg,42,ั,59,้,0.0719,0.8135,0.7417,3
ThaiCharacter Dataset/round2/180/bc_020sg_3_84.jpg,15,ด,16,ต,0.1101,0.8477,0.7373,2
ThaiCharacter Dataset/round2/209/bc_015sg_5_116.jpg,42,ั,59,้,0.107,0.8423,0.7354,2
ThaiCharacter Dataset/round2/170/bl_004tg_5_112.jpg,7,ช,8,ซ,0.08514,0.8203,0.7354,3
ThaiCharacter Dataset/round2/210/be_018tg_9_92.jpg,43,า,55,ๅ,0.0807,0.8154,0.735,0
ThaiCharacter Dataset/round2/210/be_019tg_5_83.jpg,43,า,55,ๅ,0.0974,0.8286,0.7314,2
ThaiCharacter Dataset/round2/229/bc_006tg_3_208.jpg,55,ๅ,43,า,0.0814,0.8125,0.731,3
ThaiCharacter Dataset/round2/170/bc_008sg_1_37.jpg,7,ช,8,ซ,0.09576,0.8257,0.73,1
ThaiCharacter Dataset/round2/210/be_015tg_2_167.jpg,43,า,55,ๅ,0.0969,0.8257,0.7285,2
ThaiCharacter Dataset/round2/209/bc_014sg_3_353.jpg,42,ั,59,้,0.0886,0.8164,0.7275,1
ThaiCharacter Dataset/round2/210/be_019tg_5_171.jpg,43,า,55,ๅ,0.0859,0.8115,0.7256,0
ThaiCharacter Dataset/round2/202/bc_016tg_6_8.jpg,36,ส,11,ฐ,0.04044,0.7646,0.724,4
ThaiCharacter Dataset/round2/199/bc_020tg_3_195.jpg,33,ว,30,ร,0.0935,0.8174,0.7236,1
ThaiCharacter Dataset/round2/210/be_007tg_3_154.jpg,43,า,55,ๅ,0.10406,0.825,0.721,2
ThaiCharacter Dataset/round2/210/be_017tg_4_62.jpg,43,า,55,ๅ,0.091,0.8115,0.7207,4
ThaiCharacter Dataset/round2/195/bc_015sg_3_112.jpg,30,ร,58,่,0.01883,0.739,0.7197,4
ThaiCharacter Dataset/round2/210/be_018tg_3_50.jpg,43,า,55,ๅ,0.09393,0.8115,0.718,0
ThaiCharacter Dataset/round2/210/be_016tg_11_278.jpg,43,า,55,ๅ,0.0995,0.8174,0.718,2
ThaiCharacter Dataset/round2/210/be_007tg_6_250.jpg,43,า,55,ๅ,0.10236,0.818,0.7153,2
ThaiCharacter Dataset/round2/210/be_005tg_5_57.jpg,43,า,55,ๅ,0.0976,0.8125,0.715,4
ThaiCharacter Dataset/round2/210/be_006tg_1_394.jpg,43,า,55,ๅ,0.10095,0.816,0.715,2
ThaiCharacter Dataset/round2/209/bl_002sg_7_214.jpg,42,ั,59,้,0.08936,0.804,0.715,0
ThaiCharacter Dataset/round2/209/bl_001tg_8_31.jpg,42,ั,59,้,0.1153,0.829,0.714,2
ThaiCharacter Dataset/round2/229/be_018sg_11_6.jpg,55,ๅ,43,า,0.09814,0.812,0.714,0
ThaiCharacter Dataset/round2/210/be_017tg_4_164.jpg,43,า,55,ๅ,0.1059,0.814,0.708,2
ThaiCharacter Dataset/round2/180/bc_020tg_3_428.jpg,15,ด,3,ค,0.0879,0.7954,0.7075,3
ThaiCharacter Dataset/round2/229/be_015tg_2_430.jpg,55,ๅ,43,า,0.0995,0.8027,0.703,3
ThaiCharacter Dataset/round2/210/be_006tg_4_363.jpg,43,า,55,ๅ,0.10767,0.81,0.702,2
ThaiCharacter Dataset/round2/210/be_002tg_7_264.jpg,43,า,55,ๅ,0.10114,0.801,0.6997,4
ThaiCharacter Dataset/round2/210/be_018tg_11_27.jpg,43,า,55,ๅ,0.11066,0.8096,0.6987,2
ThaiCharacter Dataset/round2/210/be_001tg_2_180.jpg,43,า,55,ๅ,0.1129,0.81,0.6973,2
ThaiCharacter Dataset/round2/183/be_008sg_5_198.jpg,18,ท,25,พ,0.09595,0.7925,0.6963,3
ThaiCharacter Dataset/round2/210/be_015tg_1_393.jpg,43,า,55,ๅ,0.1116,0.808,0.6963,2
ThaiCharacter Dataset/round2/210/be_003tg_8_83.jpg,43,า,55,ๅ,0.11414,0.8096,0.6953,2
ThaiCharacter Dataset/round2/210/be_004tg_4_48.jpg,43,า,55,ๅ,0.1153,0.81,0.695,2
ThaiCharacter Dataset/round2/210/be_018tg_3_459.jpg,43,า,55,ๅ,0.10864,0.8027,0.6943,4
ThaiCharacter Dataset/round2/210/be_002tg_4_109.jpg,43,า,55,ๅ,0.1075,0.802,0.6943,4
ThaiCharacter Dataset/round2/210/be_013tg_2_20.jpg,43,า,55,ๅ,0.11456,0.806,0.6914,2
ThaiCharacter Dataset/round2/209/bc_002tg_10_28.jpg,42,ั,59,้,0.10944,0.7983,0.689,4
ThaiCharacter Dataset/round2/180/bc_020sg_3_183.jpg,15,ด,3,ค,0.11053,0.7964,0.686,4
ThaiCharacter Dataset/round2/229/be_013tg_2_142.jpg,55,ๅ,43,า,0.1066,0.7925,0.686,0
ThaiCharacter Dataset/round2/210/be_019tg_8_167.jpg,43,า,55,ๅ,0.1186,0.804,0.6855,2
ThaiCharacter Dataset/round2/210/be_005tg_5_156.jpg,43,า,55,ๅ,0.1184,0.803,0.6846,2
ThaiCharacter Dataset/round2/187/bc_014sg_6_127.jpg,22,ป,29,ย,0.11005,0.7915,0.6816,0
ThaiCharacter Dataset/round2/229/bc_004tg_6_38.jpg,55,ๅ,43,า,0.1195,0.7993,0.6797,3
ThaiCharacter Dataset/round2/233/bc_016sg_7_18.jpg,59,้,42,ั,0.1133,0.7925,0.679,3
ThaiCharacter Dataset/round2/210/be_007tg_3_203.jpg,43,า,55,ๅ,0.1119,0.789,0.6772,1
ThaiCharacter Dataset/round2/210/be_014tg_4_361.jpg,43,า,55,ๅ,0.1219,0.7983,0.6763,2
ThaiCharacter Dataset/round2/210/be_017tg_4_274.jpg,43,า,55,ๅ,0.12366,0.795,0.6714,2
ThaiCharacter Dataset/round2/210/be_016tg_11_235.jpg,43,า,55,ๅ,0.1259,0.797,0.671,2
ThaiCharacter Dataset/round2/170/bl_007sg_8_343.jpg,7,ช,8,ซ,0.1398,0.809,0.6694,4
ThaiCharacter Dataset/round2/210/be_009tg_2_205.jpg,43,า,55,ๅ,0.1261,0.794,0.668,2
ThaiCharacter Dataset/round2/210/be_012tg_3_480.jpg,43,า,55,ๅ,0.12384,0.792,0.668,2
ThaiCharacter Dataset/round2/197/bl_008sg_3_279.jpg,32,ล,36,ส,0.073,0.739,0.666,4
ThaiCharacter Dataset/round2/210/be_018tg_6_212.jpg,43,า,55,ๅ,0.1272,0.7915,0.664,2
ThaiCharacter Dataset/round2/229/be_008sg_4_266.jpg,55,ๅ,43,า,0.1289,0.7905,0.6616,4
ThaiCharacter Dataset/round2/210/be_009sg_4_142.jpg,43,า,55,ๅ,0.1312,0.787,0.656,2
ThaiCharacter Dataset/round2/209/be_011sg_7_41.jpg,42,ั,59,้,0.1155,0.771,0.6553,0
ThaiCharacter Dataset/round2/210/be_002tg_10_139.jpg,43,า,55,ๅ,0.1315,0.785,0.654,2
ThaiCharacter Dataset/round2/170/bc_018sg_4_365.jpg,7,ช,8,ซ,0.1371,0.7876,0.6504,3
ThaiCharacter Dataset/round2/210/be_016tg_9_338.jpg,43,า,55,ๅ,0.1339,0.7812,0.6475,3
ThaiCharacter Dataset/round2/229/be_002tg_6_185.jpg,55,ๅ,43,า,0.127,0.7734,0.6465,3
ThaiCharacter Dataset/round2/194/ce_001sg_2_130.jpg,29,ย,1,ข,0.06076,0.7065,0.646,2
ThaiCharacter Dataset/round2/229/be_011tg_3_22.jpg,55,ๅ,43,า,0.1282,0.774,0.6455,4
ThaiCharacter Dataset/round2/210/be_006tg_1_130.jpg,43,า,55,ๅ,0.1307,0.776,0.645,4
ThaiCharacter Dataset/round2/170/bc_008tg_8_265.jpg,7,ช,8,ซ,0.146,0.7896,0.6436,4
ThaiCharacter Dataset/round2/199/bc_011sg_1_3.jpg,33,ว,30,ร,0.1218,0.7593,0.6377,0
ThaiCharacter Dataset/round2/210/be_011sg_2_272.jpg,43,า,55,ๅ,0.1328,0.7705,0.6377,4
ThaiCharacter Dataset/round2/210/be_016tg_11_336.jpg,43,า,55,ๅ,0.1348,0.7617,0.627,0
ThaiCharacter Dataset/round2/164/bc_007sg_6_109.jpg,3,ค,15,ด,0.10834,0.731,0.6226,1
ThaiCharacter Dataset/round2/171/bc_011sg_6_67.jpg,8,ซ,7,ช,0.1348,0.7563,0.6216,2
ThaiCharacter Dataset/round2/170/bl_001sg_8_321.jpg,7,ช,1,ข,0.1174,0.737,0.6196,1
ThaiCharacter Dataset/round2/195/bc_015tg_5_21.jpg,30,ร,33,ว,0.1299,0.7456,0.6157,4
ThaiCharacter Dataset/round2/210/be_016tg_11_308.jpg,43,า,55,ๅ,0.1493,0.764,0.6147,1
ThaiCharacter Dataset/round2/229/be_015sg_1_188.jpg,55,ๅ,43,า,0.1506,0.7627,0.6123,3
ThaiCharacter Dataset/round2/210/be_006tg_1_203.jpg,43,า,55,ๅ,0.1486,0.7603,0.612,4
ThaiCharacter Dataset/round2/210/be_020tg_5_8.jpg,43,า,55,ๅ,0.1517,0.754,0.602,1
ThaiCharacter Dataset/round2/162/bc_019sg_6_5.jpg,1,ข,21,บ,0.1228,0.7227,0.5996,1
ThaiCharacter Dataset/round2/210/be_007sg_3_34.jpg,43,า,55,ๅ,0.1509,0.747,0.596,1
ThaiCharacter Dataset/round2/210/be_018sg_6_374.jpg,43,า,55,ๅ,0.1564,0.7446,0.5884,0
ThaiCharacter Dataset/round2/170/bl_003sg_5_60.jpg,7,ช,8,ซ,0.1799,0.7666,0.587,4
ThaiCharacter Dataset/round2/210/be_016sg_9_173.jpg,43,า,55,ๅ,0.1556,0.7427,0.587,0
ThaiCharacter Dataset/round2/186/bc_002sg_4_153.jpg,21,บ,22,ป,0.1409,0.7246,0.584,3
ThaiCharacter Dataset/round2/194/bc_014sg_6_421.jpg,29,ย,22,ป,0.1508,0.7344,0.5835,4
ThaiCharacter Dataset/round2/229/bc_017sg_2_1.jpg,55,ๅ,43,า,0.1492,0.7324,0.583,0
ThaiCharacter Dataset/round2/210/be_016tg_9_175.jpg,43,า,55,ๅ,0.1637,0.7446,0.581,2
ThaiCharacter Dataset/round2/229/be_013tg_2_382.jpg,55,ๅ,43,า,0.1667,0.7476,0.581,0
ThaiCharacter Dataset/round2/210/be_001sg_2_320.jpg,43,า,55,ๅ,0.1659,0.742,0.576,3
ThaiCharacter Dataset/round2/170/bc_018tg_3_323.jpg,7,ช,8,ซ,0.166,0.7407,0.5747,0
ThaiCharacter Dataset/round2/229/be_004sg_7_465.jpg,55,ๅ,43,า,0.1658,0.7397,0.574,3
ThaiCharacter Dataset/round2/210/bl_008tg_3_329.jpg,43,า,53,ใ,0.133,0.7056,0.5723,0
ThaiCharacter Dataset/round2/183/be_004sg_7_217.jpg,18,ท,25,พ,0.1624,0.7344,0.5723,1
ThaiCharacter Dataset/round2/210/bc_009tg_2_49.jpg,43,า,55,ๅ,0.1731,0.7446,0.5713,2
ThaiCharacter Dataset/round2/210/be_020tg_5_263.jpg,43,า,55,ๅ,0.173,0.7393,0.5664,2
ThaiCharacter Dataset/round2/210/be_015tg_1_16.jpg,43,า,55,ๅ,0.1716,0.737,0.5654,2
ThaiCharacter Dataset/round2/209/bc_001sg_9_386.jpg,42,ั,59,้,0.1678,0.729,0.561,3
ThaiCharacter Dataset/round2/171/bl_011sg_4_362.jpg,8,ซ,7,ช,0.1824,0.7417,0.5596,1
ThaiCharacter Dataset/round2/210/bc_016sg_6_9.jpg,43,า,55,ๅ,0.1691,0.727,0.558,0
ThaiCharacter Dataset/round2/195/bc_014tg_6_313.jpg,30,ร,33,ว,0.164,0.7207,0.5566,3
ThaiCharacter Dataset/round2/229/be_016sg_11_194.jpg,55,ๅ,43,า,0.1775,0.7344,0.5566,3
ThaiCharacter Dataset/round2/209/bc_007sg_5_159.jpg,42,ั,59,้,0.1774,0.7295,0.5522,0
ThaiCharacter Dataset/round2/229/bl_003tg_3_152.jpg,55,ๅ,43,า,0.1746,0.7246,0.55,1
ThaiCharacter Dataset/round2/229/be_002tg_9_303.jpg,55,ๅ,43,า,0.1815,0.731,0.5493,1
ThaiCharacter Dataset/round2/170/bc_008sg_8_261.jpg,7,ช,8,ซ,0.1777,0.7266,0.549,1
ThaiCharacter Dataset/round2/209/bc_015sg_5_82.jpg,42,ั,59,้,0.181,0.727,0.546,3
ThaiCharacter Dataset/round2/210/be_020sg_4_71.jpg,43,า,55,ๅ,0.1807,0.724,0.5435,4
ThaiCharacter Dataset/round2/210/be_018tg_11_8.jpg,43,า,55,ๅ,0.184,0.7256,0.5415,2
ThaiCharacter Dataset/round2/171/be_020sg_5_137.jpg,8,ซ,7,ช,0.1953,0.7363,0.541,1
ThaiCharacter Dataset/round2/210/be_018tg_7_208.jpg,43,า,55,ๅ,0.1816,0.722,0.5405,2
ThaiCharacter Dataset/round2/203/bc_006sg_3_412.jpg,37,ห,18,ท,0.1788,0.716,0.537,2
ThaiCharacter Dataset/round2/229/be_007tg_7_150.jpg,55,ๅ,43,า,0.1871,0.7217,0.5347,3
ThaiCharacter Dataset/round2/210/be_018tg_9_229.jpg,43,า,55,ๅ,0.1902,0.723,0.533,2
ThaiCharacter Dataset/round2/210/be_015sg_2_489.jpg,43,า,55,ๅ,0.1843,0.7163,0.532,0
ThaiCharacter Dataset/round2/210/be_019sg_4_1.jpg,43,า,55,ๅ,0.1788,0.711,0.532,4
ThaiCharacter Dataset/round2/210/be_011sg_3_24.jpg,43,า,55,ๅ,0.1866,0.7173,0.531,1
ThaiCharacter Dataset/round2/183/be_013sg_2_233.jpg,18,ท,25,พ,0.1759,0.7065,0.531,1
ThaiCharacter Dataset/round2/210/be_006sg_8_138.jpg,43,า,55,ๅ,0.1873,0.718,0.5303,4
ThaiCharacter Dataset/round2/209/bc_006sg_3_241.jpg,42,ั,59,้,0.1925,0.722,0.53,1
ThaiCharacter Dataset/round2/210/be_012tg_3_243.jpg,43,า,55,ๅ,0.1864,0.7163,0.53,4
ThaiCharacter Dataset/round2/229/be_020tg_4_73.jpg,55,ๅ,43,า,0.1871,0.716,0.529,3
ThaiCharacter Dataset/round2/229/bl_002sg_10_10.jpg,55,ๅ,43,า,0.1893,0.7163,0.527,3
ThaiCharacter Dataset/round2/183/be_008sg_5_139.jpg,18,ท,25,พ,0.1823,0.7026,0.5205,1
ThaiCharacter Dataset/round2/229/be_017sg_7_151.jpg,55,ๅ,43,า,0.1903,0.711,0.5205,0
ThaiCharacter Dataset/round2/183/be_018sg_3_262.jpg,18,ท,25,พ,0.1882,0.709,0.5205,0
ThaiCharacter Dataset/round2/229/be_014sg_3_223.jpg,55,ๅ,43,า,0.1991,0.7188,0.5195,2
ThaiCharacter Dataset/round2/171/bc_012sg_2_340.jpg,8,ซ,7,ช,0.1837,0.7026,0.519,0
ThaiCharacter Dataset/round2/210/be_006tg_3_146.jpg,43,า,55,ๅ,0.1942,0.71,0.5156,4
ThaiCharacter Dataset/round2/210/ce_001sg_2_79.jpg,43,า,55,ๅ,0.1909,0.701,0.5103,4
ThaiCharacter Dataset/round2/210/bc_011tg_6_2.jpg,43,า,55,ๅ,0.2025,0.7104,0.508,2
ThaiCharacter Dataset/round2/170/bc_012tg_2_328.jpg,7,ช,8,ซ,0.1975,0.7056,0.508,3
ThaiCharacter Dataset/round2/209/bc_006sg_3_153.jpg,42,ั,59,้,0.2152,0.7197,0.5044,2
ThaiCharacter Dataset/round2/210/be_016sg_9_399.jpg,43,า,55,ๅ,0.2039,0.7046,0.501,4
ThaiCharacter Dataset/round2/210/bl_002sg_10_309.jpg,43,า,55,ๅ,0.2128,0.7,0.4873,2
