path,code,char,category,prefix,doc_id,subset,line,idx,is_copy,group,parsed,width,height,mode,bytes,md5,ok,ink_frac,mid_grey_frac,border_mean,phash
ThaiCharacter Dataset/round2/167/bc_012sg_4_302.jpg,167,ง,consonant,bc,12,sg,4,302,False,bc_012,True,10,17,L,553,957ee4bc2b6b531d06802d1679f25407,True,0.417647,0.0,142.76,d6e469328be1994d
ThaiCharacter Dataset/round2/167/bc_012sg_4_313.jpg,167,ง,consonant,bc,12,sg,4,313,False,bc_012,True,10,16,L,584,a851de62ded1ca8a004dcf2d7e92e3ae,True,0.325,0.0,127.54,d566683589f3584e
ThaiCharacter Dataset/round2/167/bc_012sg_4_41.jpg,167,ง,consonant,bc,12,sg,4,41,False,bc_012,True,10,17,L,574,d23e02d42c7dc9e1a925c10d4748938b,True,0.388235,0.0,137.58,d2666f3288e4b94d
ThaiCharacter Dataset/round2/167/bc_012sg_4_58.jpg,167,ง,consonant,bc,12,sg,4,58,False,bc_012,True,11,17,L,619,53dad0ebdec6c46b9d871155caf5bb7f,True,0.390374,0.0,151.98,d6e6683089e1f94d
ThaiCharacter Dataset/round2/167/bc_012sg_4_68.jpg,167,ง,consonant,bc,12,sg,4,68,False,bc_012,True,10,17,L,564,e8840b01a57e0e28716769955b6250b3,True,0.376471,0.0,152.66,d6eb699b89f08906
ThaiCharacter Dataset/round2/167/bc_012sg_6_26.jpg,167,ง,consonant,bc,12,sg,6,26,False,bc_012,True,8,15,L,477,ec28b20c6bc688c90ad5b2df257cd9e7,True,0.475,0.0,187.88,ead2f01e89d8dc49
ThaiCharacter Dataset/round2/167/bc_012tg_2_118.jpg,167,ง,consonant,bc,12,tg,2,118,False,bc_012,True,15,24,L,685,34ae6551d6758f3e4a895f62d8e82f11,True,0.35,0.0,134.54,d4e66a368be1594c
ThaiCharacter Dataset/round2/167/bc_012tg_2_138.jpg,167,ง,consonant,bc,12,tg,2,138,False,bc_012,True,16,25,L,746,7c3edc664ed08eab352eff942401a44c,True,0.3525,0.0,179.64,d6e26a3689e1b94c
ThaiCharacter Dataset/round2/167/bc_012tg_2_20.jpg,167,ง,consonant,bc,12,tg,2,20,False,bc_012,True,16,25,L,759,321bfe457311397b3593a03f24f11c97,True,0.3425,0.0,169.95,d6e6683b89e1d905
ThaiCharacter Dataset/round2/167/bc_012tg_2_210.jpg,167,ง,consonant,bc,12,tg,2,210,False,bc_012,True,15,25,L,753,a9733fe30df9533cef3b4329a10b7a1d,True,0.322667,0.0,154.37,d46a6a3589e1d94e
ThaiCharacter Dataset/round2/167/bc_012tg_2_232.jpg,167,ง,consonant,bc,12,tg,2,232,False,bc_012,True,16,25,L,707,b34cc5e5870f5e322946b83935012595,True,0.315,0.0,225.37,cae665328de1b94c
ThaiCharacter Dataset/round2/167/bc_012tg_2_253.jpg,167,ง,consonant,bc,12,tg,2,253,False,bc_012,True,16,25,L,755,98ff170cdff735fcd2bb97c0c3d6fd10,True,0.345,0.0,186.33,d6e668158de1b94c
ThaiCharacter Dataset/round2/167/bc_012tg_2_27.jpg,167,ง,consonant,bc,12,tg,2,27,False,bc_012,True,16,25,L,767,cf58cd649050dd4fd5d561546b8df95a,True,0.36,0.0,163.33,d66668318be1e94d
ThaiCharacter Dataset/round2/167/bc_012tg_2_272.jpg,167,ง,consonant,bc,12,tg,2,272,False,bc_012,True,16,25,L,759,cc232c5eb50b36e0f958a420d73b97e7,True,0.3225,0.0,202.49,d2e6613589e1e94d
ThaiCharacter Dataset/round2/167/bc_012tg_2_294.jpg,167,ง,consonant,bc,12,tg,2,294,False,bc_012,True,15,24,L,693,3da96ff584b71a132df39043cd179e87,True,0.347222,0.0,141.42,d4e66a3689e1594e
ThaiCharacter Dataset/round2/167/bc_012tg_2_300.jpg,167,ง,consonant,bc,12,tg,2,300,False,bc_012,True,16,25,L,756,faa95147bd563e3386d042e85bba4511,True,0.34,0.0,169.91,d6e6683a89e1d90d
ThaiCharacter Dataset/round2/167/bc_012tg_2_307.jpg,167,ง,consonant,bc,12,tg,2,307,False,bc_012,True,15,25,L,748,96ecedbc0dc0ed7082d6a2474041e63c,True,0.325333,0.0,154.38,d4e26a3589e1d94d
ThaiCharacter Dataset/round2/167/bc_012tg_2_327.jpg,167,ง,consonant,bc,12,tg,2,327,False,bc_012,True,16,24,L,691,c3b05aa2e067886f4f4ec101689cea89,True,0.351562,0.0,154.17,d6666a328be1d94c
ThaiCharacter Dataset/round2/167/bc_012tg_2_331.jpg,167,ง,consonant,bc,12,tg,2,331,False,bc_012,True,16,25,L,760,0f267470a893b87272d5ccff1fe7686f,True,0.3075,0.0,212.19,d2ae651589f1994d
ThaiCharacter Dataset/round2/167/bc_012tg_2_357.jpg,167,ง,consonant,bc,12,tg,2,357,False,bc_012,True,16,25,L,760,7b8ec3f0ac33d71b90c45057778500d2,True,0.33,0.0,199.09,d2e669158de1a94d
ThaiCharacter Dataset/round2/167/bc_012tg_2_363.jpg,167,ง,consonant,bc,12,tg,2,363,False,bc_012,True,15,24,L,696,abc9c4e732aa5b586ce738404cb1a8ae,True,0.327778,0.0,141.23,d4666a3c89f1496e
ThaiCharacter Dataset/round2/167/bc_012tg_2_43.jpg,167,ง,consonant,bc,12,tg,2,43,False,bc_012,True,16,25,L,708,ae8674c77eace3bb37a4123857df9256,True,0.35,0.0,166.65,d66668328be3b94c
ThaiCharacter Dataset/round2/167/bc_012tg_2_65.jpg,167,ง,consonant,bc,12,tg,2,65,False,bc_012,True,15,25,L,750,7e2d149e77c57ba3c47dbc3841cf8fec,True,0.336,0.0,147.67,d46e6a3489e1594f
ThaiCharacter Dataset/round2/167/bc_012tg_2_82.jpg,167,ง,consonant,bc,12,tg,2,82,False,bc_012,True,16,25,L,714,76036cf8e97b1c53acbb5586820f47d2,True,0.3725,0.0,156.91,d6e66a3289e0b94d
ThaiCharacter Dataset/round2/167/bc_012tg_3_25.jpg,167,ง,consonant,bc,12,tg,3,25,False,bc_012,True,25,35,L,1171,9bd0b5291b2f2d48d576c9becf582aa9,True,0.507429,0.0,164.68,f2cce5318d49e869
ThaiCharacter Dataset/round2/167/bc_012tg_3_6.jpg,167,ง,consonant,bc,12,tg,3,6,False,bc_012,True,25,34,L,1173,439ec007446c27049b97f6bbae35dd1d,True,0.518824,0.0,154.25,f2cee6308d49e869
ThaiCharacter Dataset/round2/167/bc_012tg_4_209.jpg,167,ง,consonant,bc,12,tg,4,209,False,bc_012,True,15,25,L,757,51d412f2e58da3659d24b2240248974a,True,0.346667,0.0,147.63,d4e66a3589e1594d
ThaiCharacter Dataset/round2/167/bc_012tg_4_229.jpg,167,ง,consonant,bc,12,tg,4,229,False,bc_012,True,15,25,L,757,bbf7f65edbbd8912cd380143d79d21b8,True,0.362667,0.0,151.09,d6e66a3789e1484d
ThaiCharacter Dataset/round2/167/bc_012tg_4_233.jpg,167,ง,consonant,bc,12,tg,4,233,False,bc_012,True,15,25,L,752,dce1a6688633da83fd0f0c9db172c977,True,0.336,0.0,147.76,d6e26a3589e1d84e
ThaiCharacter Dataset/round2/167/bc_012tg_4_254.jpg,167,ง,consonant,bc,12,tg,4,254,False,bc_012,True,15,26,L,816,4d7edd5b78677553bd07d9210838185b,True,0.312821,0.0,170.01,d466ea3589e1b94c
ThaiCharacter Dataset/round2/167/bc_012tg_4_264.jpg,167,ง,consonant,bc,12,tg,4,264,False,bc_012,True,15,25,L,755,53d6712675764977053cf2b83f651640,True,0.336,0.0,157.64,d4e66a3589f1590d
ThaiCharacter Dataset/round2/167/bc_012tg_4_287.jpg,167,ง,consonant,bc,12,tg,4,287,False,bc_012,True,15,25,L,748,387d903ca269e6b067c9dd4d831157ec,True,0.325333,0.0,154.39,d46e6a3589e1594d
ThaiCharacter Dataset/round2/167/bc_012tg_4_309.jpg,167,ง,consonant,bc,12,tg,4,309,False,bc_012,True,16,25,L,764,247347bc38c91091766ef2fddb9ecdb5,True,0.3725,0.0,166.62,d6e6683289e1b94d
ThaiCharacter Dataset/round2/167/bc_012tg_4_320.jpg,167,ง,consonant,bc,12,tg,4,320,False,bc_012,True,16,24,L,728,67555dea108c59688e799875167f416d,True,0.333333,0.0,150.89,d6666a358be2d84c
ThaiCharacter Dataset/round2/167/bc_012tg_4_42.jpg,167,ง,consonant,bc,12,tg,4,42,False,bc_012,True,15,24,L,706,27f2b4742bc1d34f32043d7d4fdf3649,True,0.336111,0.0,141.32,d4e66a3489e1794e
ThaiCharacter Dataset/round2/167/bc_012tg_4_59.jpg,167,ง,consonant,bc,12,tg,4,59,False,bc_012,True,16,25,L,755,80ac3cad93df77f67bc01d12da08a068,True,0.3425,0.0,163.36,d6e668ba89e1890f
ThaiCharacter Dataset/round2/167/bc_012tg_4_69.jpg,167,ง,consonant,bc,12,tg,4,69,False,bc_012,True,15,25,L,758,08c3e1a85c2f7743be45778d3aa25060,True,0.341333,0.0,154.34,d4e66a3d89e1590d
ThaiCharacter Dataset/round2/167/bc_012tg_4_85.jpg,167,ง,consonant,bc,12,tg,4,85,False,bc_012,True,16,25,L,762,05b614a371b5b8c8df866d6c2cabe26c,True,0.335,0.0,186.29,d6e6683489f1d90e
ThaiCharacter Dataset/round2/167/bc_012tg_6_27.jpg,167,ง,consonant,bc,12,tg,6,27,False,bc_012,True,12,23,L,732,bc340051a5478fa651eab5298ffad027,True,0.434783,0.0,204.47,ead2f43c8ea8ec09
ThaiCharacter Dataset/round2/167/bc_013sg_5_24.jpg,167,ง,consonant,bc,13,sg,5,24,False,bc_013,True,9,15,L,496,26ca0c712f0adf650b5aadc1506d6290,True,0.437037,0.0,196.95,e8c2f39c8ba8ac2b
ThaiCharacter Dataset/round2/167/bc_013tg_5_27.jpg,167,ง,consonant,bc,13,tg,5,27,False,bc_013,True,12,22,L,678,0ca41be6ce9fba026cc24139d24321d2,True,0.431818,0.0,190.84,e94a731e85646e66
ThaiCharacter Dataset/round2/167/bc_014sg_3_141.jpg,167,ง,consonant,bc,14,sg,3,141,False,bc_014,True,10,17,L,616,210cbf69d6dea1f32d08036d7fb988ab,True,0.435294,0.0,157.86,d2cce93299c7b80d
ThaiCharacter Dataset/round2/167/bc_014sg_3_151.jpg,167,ง,consonant,bc,14,sg,3,151,False,bc_014,True,10,17,L,637,8bde428e33036c6e8c845f942f37edc2,True,0.505882,0.0,152.68,fbc5e6198dd0a80d
ThaiCharacter Dataset/round2/167/bc_014sg_3_153.jpg,167,ง,consonant,bc,14,sg,3,153,False,bc_014,True,10,16,L,600,e34c57f8cf70e2dfb15a33243a713121,True,0.45,0.0,132.62,d6cc6e338cc3e80d
ThaiCharacter Dataset/round2/167/bc_014sg_3_218.jpg,167,ง,consonant,bc,14,sg,3,218,False,bc_014,True,10,16,L,596,232ce960fd84562e4af725a90dfd0365,True,0.46875,0.0,127.46,d2cc67128eeba80f
ThaiCharacter Dataset/round2/167/bc_014sg_3_223.jpg,167,ง,consonant,bc,14,sg,3,223,False,bc_014,True,9,16,L,521,f91c5919a9020a3d40555f3953a479ce,True,0.465278,0.0,132.8,d2c667388cf3a90d
ThaiCharacter Dataset/round2/167/bc_014sg_3_235.jpg,167,ง,consonant,bc,14,sg,3,235,False,bc_014,True,9,16,L,521,c845f775bb19c42718023eded08ab70d,True,0.472222,0.0,127.26,d2ce611a8df92d0d
ThaiCharacter Dataset/round2/167/bc_014sg_3_253.jpg,167,ง,consonant,bc,14,sg,3,253,False,bc_014,True,10,16,L,604,4d2e759601f6c3d8956c78ec99279c53,True,0.48125,0.0,148.88,cbc6e63a8ce2b90c
ThaiCharacter Dataset/round2/167/bc_014sg_3_259.jpg,167,ง,consonant,bc,14,sg,3,259,False,bc_014,True,9,16,L,514,3355dc83d9b84f43b211d677db773af2,True,0.493056,0.0,127.33,d2ed611a8ef1ac0d
ThaiCharacter Dataset/round2/167/bc_014sg_3_277.jpg,167,ง,consonant,bc,14,sg,3,277,False,bc_014,True,9,17,L,533,05e520ec0d4d79efb6c1a15f1743b857,True,0.424837,0.0,153.79,d2cee51889f3990d
ThaiCharacter Dataset/round2/167/bc_014sg_3_295.jpg,167,ง,consonant,bc,14,sg,3,295,False,bc_014,True,10,16,L,592,5ea428d956236a6d807242d7a8eb7b04,True,0.4625,0.0,132.62,d2e66f328ce3990c
ThaiCharacter Dataset/round2/167/bc_014sg_3_311.jpg,167,ง,consonant,bc,14,sg,3,311,False,bc_014,True,10,16,L,589,f60ed4e9d4091a1c26b8a259d9a05d71,True,0.44375,0.0,138.1,d6cd6b3288e3990d
ThaiCharacter Dataset/round2/167/bc_014sg_3_355.jpg,167,ง,consonant,bc,14,sg,3,355,False,bc_014,True,10,16,L,560,fbca36e235daee8bba936bf183e1b22c,True,0.43125,0.0,148.44,d6cc6c328ee6b84c
ThaiCharacter Dataset/round2/167/bc_014sg_3_385.jpg,167,ง,consonant,bc,14,sg,3,385,False,bc_014,True,10,16,L,599,00262ddd48cef37f6f0b7c7d2c380057,True,0.475,0.0,159.15,eace66118eeaac4c
ThaiCharacter Dataset/round2/167/bc_014sg_3_409.jpg,167,ง,consonant,bc,14,sg,3,409,False,bc_014,True,10,17,L,623,8868c6a922350c1b92ed79ef4ea0b373,True,0.494118,0.0,163.14,ebc7e4198de1ac0c
ThaiCharacter Dataset/round2/167/bc_014sg_3_441.jpg,167,ง,consonant,bc,14,sg,3,441,False,bc_014,True,10,16,L,595,aac256a1310b2deb0870aaea2abd407b,True,0.5,0.0,132.85,caec663b8ef1c80c
ThaiCharacter Dataset/round2/167/bc_014sg_3_450.jpg,167,ง,consonant,bc,14,sg,3,450,False,bc_014,True,10,17,L,616,b414a730d65968e20546ec1d3b575700,True,0.494118,0.0,163.06,ebc4e43a8ce0bd2c
ThaiCharacter Dataset/round2/167/bc_014sg_3_454.jpg,167,ง,consonant,bc,14,sg,3,454,False,bc_014,True,10,16,L,604,ba9ed7e48645495cb086786f5413f4dd,True,0.46875,0.0,174.98,eae467198de8ac45
ThaiCharacter Dataset/round2/167/bc_014sg_5_26.jpg,167,ง,consonant,bc,14,sg,5,26,False,bc_014,True,8,14,L,481,dc6945cbc1093dc566fd2b6e1c89029f,True,0.517857,0.0,133.72,eac761198ef88e26
ThaiCharacter Dataset/round2/167/bc_014sg_6_132.jpg,167,ง,consonant,bc,14,sg,6,132,False,bc_014,True,10,16,L,534,acad05fed2df129eb3022a0b8a3d24e2,True,0.44375,0.0,127.35,d6cc6d3289e37909
ThaiCharacter Dataset/round2/167/bc_014sg_6_138.jpg,167,ง,consonant,bc,14,sg,6,138,False,bc_014,True,10,16,L,599,ceb9149bb7e3231f0182f77e4d434474,True,0.4375,0.0,148.56,d3ec6b198ce92d05
ThaiCharacter Dataset/round2/167/bc_014sg_6_18.jpg,167,ง,consonant,bc,14,sg,6,18,False,bc_014,True,9,17,L,523,f4142607dcb6306eb3167bd7d5650f46,True,0.437908,0.0,153.85,d6cc65138de1b90d
ThaiCharacter Dataset/round2/167/bc_014sg_6_204.jpg,167,ง,consonant,bc,14,sg,6,204,False,bc_014,True,9,16,L,518,503d10e59691098dd3430a61562716de,True,0.472222,0.0,132.83,d2e667388cf3c80d
ThaiCharacter Dataset/round2/167/bc_014sg_6_206.jpg,167,ง,consonant,bc,14,sg,6,206,False,bc_014,True,9,16,L,520,f8c3d207913afc20287bdaf2dcb0c03d,True,0.458333,0.0,132.76,d2ce67108cf3e90d
ThaiCharacter Dataset/round2/167/bc_014sg_6_215.jpg,167,ง,consonant,bc,14,sg,6,215,False,bc_014,True,10,16,L,596,06b943c92bdb459bedf6a39cf4f46836,True,0.43125,0.0,137.83,d6cc6f3288e2e90d
ThaiCharacter Dataset/round2/167/bc_014sg_6_227.jpg,167,ง,consonant,bc,14,sg,6,227,False,bc_014,True,9,16,L,522,089b6ebcd6033a0cd801c741112ffeb9,True,0.458333,0.0,127.3,d2c467188df9a94d
ThaiCharacter Dataset/round2/167/bc_014sg_6_259.jpg,167,ง,consonant,bc,14,sg,6,259,False,bc_014,True,10,16,L,562,ac352f5d2ac5cfa41c9c9224e3538bb9,True,0.43125,0.0,143.19,d6cc6d328dc2a94e
ThaiCharacter Dataset/round2/167/bc_014sg_6_29.jpg,167,ง,consonant,bc,14,sg,6,29,False,bc_014,True,10,16,L,559,3cd8c45a07c40bcd5b56db8836cb9aa0,True,0.425,0.0,201.75,eae764198ce9ac25
ThaiCharacter Dataset/round2/167/bc_014sg_6_304.jpg,167,ง,consonant,bc,14,sg,6,304,False,bc_014,True,10,16,L,593,5a08123d6c15589a57e0dda81a5914e7,True,0.41875,0.0,138.0,d6cc6e138ee3290d
ThaiCharacter Dataset/round2/167/bc_014sg_6_312.jpg,167,ง,consonant,bc,14,sg,6,312,False,bc_014,True,10,16,L,552,272e08a93a3badba4f06fa4cd84a1e6d,True,0.4375,0.0,143.31,d6cd65198ee9890d
ThaiCharacter Dataset/round2/167/bc_014sg_6_314.jpg,167,ง,consonant,bc,14,sg,6,314,False,bc_014,True,10,16,L,592,00687f0cf2c76588f849db9a6d404757,True,0.44375,0.0,143.35,dae467198cf9e805
ThaiCharacter Dataset/round2/167/bc_014sg_6_323.jpg,167,ง,consonant,bc,14,sg,6,323,False,bc_014,True,10,17,L,621,c772cfc6f8188925a558cf23fb191740,True,0.423529,0.0,167.98,d6e6e9108de3bc0c
ThaiCharacter Dataset/round2/167/bc_014sg_6_336.jpg,167,ง,consonant,bc,14,sg,6,336,False,bc_014,True,10,16,L,602,b50c30ee0e1a405d6d20e2abebee7f6b,True,0.5,0.0,138.29,cac6e61b8ee1ec0c
ThaiCharacter Dataset/round2/167/bc_014sg_6_34.jpg,167,ง,consonant,bc,14,sg,6,34,False,bc_014,True,10,17,L,557,d170336f96961439f018ea91d0eac5d9,True,0.423529,0.0,157.84,d6cc6d328de0b90d
ThaiCharacter Dataset/round2/167/bc_014sg_6_351.jpg,167,ง,consonant,bc,14,sg,6,351,False,bc_014,True,10,16,L,598,9e22f275933de47588fe98388b19536c,True,0.46875,0.0,132.85,d2c763138eebe80c
ThaiCharacter Dataset/round2/167/bc_014sg_6_381.jpg,167,ง,consonant,bc,14,sg,6,381,False,bc_014,True,9,16,L,498,f14f922b30bae90d36323758fc2556e2,True,0.479167,0.0,121.76,d2ce661b8de92d09
ThaiCharacter Dataset/round2/167/bc_014sg_6_438.jpg,167,ง,consonant,bc,14,sg,6,438,False,bc_014,True,10,16,L,560,22baf88f38190c02e40976a96d1530da,True,0.4375,0.0,143.29,d6cc6c328dc2f949
ThaiCharacter Dataset/round2/167/bc_014sg_6_455.jpg,167,ง,consonant,bc,14,sg,6,455,False,bc_014,True,10,17,L,591,91c34145c02313ed244886bc5a17b0da,True,0.4,0.0,224.2,eac6e5198de8bc06
ThaiCharacter Dataset/round2/167/bc_014sg_6_46.jpg,167,ง,consonant,bc,14,sg,6,46,False,bc_014,True,9,16,L,502,6372f123a45482289510cc668035f364,True,0.479167,0.0,127.24,d2ec65988de98c2d
ThaiCharacter Dataset/round2/167/bc_014sg_6_477.jpg,167,ง,consonant,bc,14,sg,6,477,False,bc_014,True,10,16,L,590,68c931b226f3c793c6fd6a560b63b8aa,True,0.43125,0.0,148.58,d2cd6b398de5880d
ThaiCharacter Dataset/round2/167/bc_014sg_6_58.jpg,167,ง,consonant,bc,14,sg,6,58,False,bc_014,True,10,16,L,593,aac9e33288598bd6dfe92ff99bf1e336,True,0.48125,0.0,143.29,cac6e61b8ceba90c
ThaiCharacter Dataset/round2/167/bc_014sg_6_82.jpg,167,ง,consonant,bc,14,sg,6,82,False,bc_014,True,9,16,L,522,3758d1386df910aa9f963ca35b1516e1,True,0.458333,0.0,132.78,d6c66d1a8df1a80d
ThaiCharacter Dataset/round2/167/bc_014sg_6_95.jpg,167,ง,consonant,bc,14,sg,6,95,False,bc_014,True,10,16,L,600,8ba4efde586bc8ccf93f32a10da81d1c,True,0.4875,0.0,132.88,d2e6663a8eebc80c
ThaiCharacter Dataset/round2/167/bc_014tg_4_31.jpg,167,ง,consonant,bc,14,tg,4,31,False,bc_014,True,13,21,L,737,5dbe85b7d04a8f86d1592b5698a0c7ad,True,0.410256,0.0,195.06,eaee65108ce39d4c
ThaiCharacter Dataset/round2/167/bc_014tg_5_141.jpg,167,ง,consonant,bc,14,tg,5,141,False,bc_014,True,15,24,L,720,bddb2e577ce78260687182d53333dc09,True,0.413889,0.0,154.77,d6cc6c3289e3b90d
ThaiCharacter Dataset/round2/167/bc_014tg_5_148.jpg,167,ง,consonant,bc,14,tg,5,148,False,bc_014,True,15,24,L,751,22fd507afdcaec0e2efb94a9428a1a07,True,0.391667,0.0,213.3,eae6653b8ce1a90c
ThaiCharacter Dataset/round2/167/bc_014tg_5_19.jpg,167,ง,consonant,bc,14,tg,5,19,False,bc_014,True,15,24,L,740,1fa76fb52aacbfa1eab332cf38e18696,True,0.408333,0.0,213.11,eae665198ce1ad0d
ThaiCharacter Dataset/round2/167/bc_014tg_5_218.jpg,167,ง,consonant,bc,14,tg,5,218,False,bc_014,True,14,24,L,695,8e93b774ca3ae32c020f51a8a9794e18,True,0.4375,0.0,148.86,d2e667328ce3b90c
ThaiCharacter Dataset/round2/167/bc_014tg_5_221.jpg,167,ง,consonant,bc,14,tg,5,221,False,bc_014,True,15,24,L,734,7ea1e610762ba17f8574bbed46ab6c8a,True,0.416667,0.0,165.27,d2ee6b328ce2c94c
ThaiCharacter Dataset/round2/167/bc_014tg_5_232.jpg,167,ง,consonant,bc,14,tg,5,232,False,bc_014,True,15,24,L,736,44313da4c0fe4596c7391851571a88ca,True,0.402778,0.0,155.05,d6cd6e318de1290d
ThaiCharacter Dataset/round2/167/bc_014tg_5_246.jpg,167,ง,consonant,bc,14,tg,5,246,False,bc_014,True,15,24,L,740,f8b4d71407db3c31ec4e688876ac01e1,True,0.4,0.0,195.92,eaee65118ce3e90c
ThaiCharacter Dataset/round2/167/bc_014tg_5_279.jpg,167,ง,consonant,bc,14,tg,5,279,False,bc_014,True,15,24,L,753,8f2b79125f161365970aff9921eb84d3,True,0.419444,0.0,161.84,d2ef63998cf10d05
ThaiCharacter Dataset/round2/167/bc_014tg_5_30.jpg,167,ง,consonant,bc,14,tg,5,30,False,bc_014,True,15,24,L,719,a4aa7f6fe09e29bef25fdde1915e0ba2,True,0.405556,0.0,155.03,d6cc6e328ce3a90d
ThaiCharacter Dataset/round2/167/bc_014tg_5_326.jpg,167,ง,consonant,bc,14,tg,5,326,False,bc_014,True,15,24,L,738,247cc9d65e9a4a4d5f26ebc80c7f30eb,True,0.419444,0.0,199.38,eae665198cf12d0e
ThaiCharacter Dataset/round2/167/bc_014tg_5_337.jpg,167,ง,consonant,bc,14,tg,5,337,False,bc_014,True,14,24,L,696,da98b691f7b145feaa2eb28bf4183285,True,0.428571,0.0,152.33,d2ee67328ce3a90c
ThaiCharacter Dataset/round2/167/bc_014tg_5_341.jpg,167,ง,consonant,bc,14,tg,5,341,False,bc_014,True,15,24,L,699,f1f2f3ec44da0d9aeb622d6cae6258cb,True,0.394444,0.0,216.72,eae665118de3ad0c
ThaiCharacter Dataset/round2/167/bc_014tg_5_35.jpg,167,ง,consonant,bc,14,tg,5,35,False,bc_014,True,15,24,L,727,e12a778694275f5d38d6d6bd84c91d8e,True,0.416667,0.0,158.55,d2c66a338de3a90d
ThaiCharacter Dataset/round2/167/bc_014tg_5_350.jpg,167,ง,consonant,bc,14,tg,5,350,False,bc_014,True,15,24,L,757,131fbbf420b82a22fb938cd73713d668,True,0.416667,0.0,175.72,d2e663318df1cd0c
ThaiCharacter Dataset/round2/167/bc_014tg_5_363.jpg,167,ง,consonant,bc,14,tg,5,363,False,bc_014,True,15,24,L,741,c9d422faf050c5139e444a5300316daa,True,0.413889,0.0,213.28,eae665198cf1ad0c
ThaiCharacter Dataset/round2/167/bc_014tg_5_380.jpg,167,ง,consonant,bc,14,tg,5,380,False,bc_014,True,15,24,L,742,de30d6b9f63cae40edd8e59be689eeb8,True,0.425,0.0,151.27,d2ed6e198ce1a90d
ThaiCharacter Dataset/round2/167/bc_014tg_5_410.jpg,167,ง,consonant,bc,14,tg,5,410,False,bc_014,True,14,24,L,736,9cae3d8966c19de9be785b467c458908,True,0.428571,0.0,155.67,d2c667328ce3a94d
ThaiCharacter Dataset/round2/167/bc_014tg_5_469.jpg,167,ง,consonant,bc,14,tg,5,469,False,bc_014,True,15,24,L,737,32de87cd1d22e25ed451aed93e42c171,True,0.413889,0.0,161.89,d2cc6e1b8cf1a90d
ThaiCharacter Dataset/round2/167/bc_014tg_5_47.jpg,167,ง,consonant,bc,14,tg,5,47,False,bc_014,True,15,24,L,746,5cf498a5442b282b0b4a761d87e63264,True,0.422222,0.0,196.16,eaee65118cf18d0d
ThaiCharacter Dataset/round2/167/bc_014tg_5_487.jpg,167,ง,consonant,bc,14,tg,5,487,False,bc_014,True,15,24,L,744,a7d104ab41293647d8901120362e6f96,True,0.433333,0.0,158.31,d2ec661b8ce1e90d
ThaiCharacter Dataset/round2/167/bc_014tg_5_59.jpg,167,ง,consonant,bc,14,tg,5,59,False,bc_014,True,15,25,L,765,1d9123ef44f4a75f2a01cb4efbfa3022,True,0.394667,0.0,181.0,d2ccee328de1990d
ThaiCharacter Dataset/round2/167/bc_014tg_5_82.jpg,167,ง,consonant,bc,14,tg,5,82,False,bc_014,True,15,24,L,751,06a7c74aead358c7074bfa8fc3a9d36b,True,0.391667,0.0,192.72,f2ee67198cd10d2c
ThaiCharacter Dataset/round2/167/bc_014tg_5_96.jpg,167,ง,consonant,bc,14,tg,5,96,False,bc_014,True,14,24,L,744,a636ac243c596d4454e00f3b60c72d00,True,0.4375,0.0,148.75,d2ec63198df12d0d
ThaiCharacter Dataset/round2/167/bc_014tg_6_149.jpg,167,ง,consonant,bc,14,tg,6,149,False,bc_014,True,15,24,L,725,615f9c7ecdc807c6ea395926759a9f9a,True,0.452778,0.0,144.73,d6cc66338ce3a90d
ThaiCharacter Dataset/round2/167/bc_014tg_6_160.jpg,167,ง,consonant,bc,14,tg,6,160,False,bc_014,True,15,25,L,764,e6a2be9cb837330f4d68653f19100d80,True,0.437333,0.0,207.79,eae665198ce19d2c
ThaiCharacter Dataset/round2/167/bc_014tg_6_162.jpg,167,ง,consonant,bc,14,tg,6,162,False,bc_014,True,15,24,L,735,991d3d1a15cd2b40a326395c5c7642ad,True,0.475,0.0,151.43,dae6661b8cf1ac0c
ThaiCharacter Dataset/round2/167/bc_014tg_6_228.jpg,167,ง,consonant,bc,14,tg,6,228,False,bc_014,True,15,24,L,734,1292b0c5782ac2f8ce0067970a5c9d0d,True,0.458333,0.0,155.12,d2e6e7328ce2ad0c
ThaiCharacter Dataset/round2/167/bc_014tg_6_233.jpg,167,ง,consonant,bc,14,tg,6,233,False,bc_014,True,15,24,L,731,86107797f9a12d6b0d35914af3dd2fa9,True,0.438889,0.0,161.81,d2e66e338ce3a90c
ThaiCharacter Dataset/round2/167/bc_014tg_6_245.jpg,167,ง,consonant,bc,14,tg,6,245,False,bc_014,True,14,24,L,737,32b3460490ee3618a552d33070bcbd1a,True,0.452381,0.0,148.61,d2e763198ce1ad0d
ThaiCharacter Dataset/round2/167/bc_014tg_6_263.jpg,167,ง,consonant,bc,14,tg,6,263,False,bc_014,True,14,24,L,730,1ce749f0d2326b85db7cf06b2188fd4f,True,0.452381,0.0,145.15,d2ef63328ce38c0d
ThaiCharacter Dataset/round2/167/bc_014tg_6_269.jpg,167,ง,consonant,bc,14,tg,6,269,False,bc_014,True,14,24,L,721,7cd47eff61d8e2e94d79b1fbfc774f53,True,0.455357,0.0,148.75,d2e66b328ce7a90c
